Participant,Code,SA,WC
R_RXiP7ZXpR7aFHXz,Notice,0,0
R_siYXrxLpjh1yW1b,Notice,0,0
R_uslB97A3Wor4KJz,Notice,0,0
R_1Qnp5QG5cFXcbZx,Notice,0,0
R_1Nw7ZHMSg0ZUbsy,Notice,0,0
R_2XhZzruY1R0Vpgz,Notice,0,0
R_1gNEIREULKHhs2X,Notice,0,0
R_4ZyLdWpR9wqSaad,Notice,0,0
R_25MhZn4kjwS5Zxa,Notice,0,0
R_22J1t8YOaKE5spB,Notice,0,0
R_Zh3BRdT2nhF3yUx,Notice,0,0
R_1rwi3yPqfNOFWtH,Notice,1,1
R_Diuu1r5Xki6vGNz,Notice,0,0
R_6u5hQNuVgAlJxER,Notice,0,0
R_2VJg9s9zHPKmXJz,Notice,0,0
R_33pNTVuV1MZnH3y,Notice,0,0
R_1CejIxCLBlLmG9G,Notice,0,0
R_1ODLoqHBBjhtsek,Notice,0,0
R_1gLyfgLpKZ2ztcw,Notice,0,0
R_1dFwHdDqCex0xNl,Notice,0,0
R_1jkArZk4vwhe7Zd,Notice,0,0
R_2zGTOtbxU2bDBQN,Notice,0,0
R_77cPHbrp05u3c1X,Notice,0,0
R_3JrXUJViv9EsE0k,Notice,0,0
R_11cEOd3qglf0HIL,Notice,0,0
R_2ZZTpqiNpolwPbA,Notice,0,0
R_3CDcpeZYIL5ypX7,Notice,0,0
R_2fkfkGMdqcun7w5,Notice,0,0
R_3qEjw7TFt4NSFYo,Notice,0,0
R_80TSwDtlNlzdUeB,Notice,0,0
R_3JluMQUf5N9lNKp,Notice,0,0
R_4SkB2vU2HhIZJWp,Notice,0,0
R_enXuoOZZjmBp5Kh,Notice,0,0
R_3KZ40gY96UllNRK,Notice,0,0
R_1Fb5X5YjStVHnYK,Notice,0,0
R_1Ig8H5PwvsByBHQ,Notice,0,0
R_ZjXWCtLNZvm5Pmp,Notice,0,0
R_31mI8tYL6Ye13uY,Notice,0,0
R_33ycjYBNzVKSt2E,Notice,0,0
R_28AQMTgGe59tJR3,Notice,0,0
R_2ruucMTyLuAICT9,Notice,0,0
R_3qPPEEGbK7RgX28,Notice,0,0
R_27vgqdzn0SfOwbL,Notice,0,0
R_2YIZzaDNnJoN78v,Notice,0,0
R_397XGXw1Kab8lwd,Notice,0,0
R_31LuX5JuurbvMoO,Notice,0,0
R_2ATOB2CnIHip8If,Consent,0,0
R_3HGpZsBSePzb2no,Consent,0,0
R_1i9HMF0EACDrVg6,Consent,0,0
R_10UBkI02V0kSmul,Consent,0,0
R_2zSft8YvYZiOn5s,Consent,0,0
R_1f0FG9XqTWKtdtW,Consent,0,0
R_3qfbd92RiF3hK7I,Consent,0,0
R_NXUtjyTjocKutVv,Consent,0,0
R_3CVFA7kQjfeEz55,Consent,0,0
R_umpgJikoAZZK0U1,Consent,0,0
R_110DRBsEpXBcYcH,Consent,0,0
R_Di9SlzIjhCGvYfn,Consent,0,0
R_2YL2XYIJ30dyNtG,Consent,0,0
R_2R3AxUbJArrL8sM,Consent,0,0
R_OCJnGfSaCQulCXT,Consent,0,0
R_RPJghXjMvNXdbC9,Consent,0,0
R_12cmQA4wK3cE7vq,Consent,0,0
R_Df9SkwrplP5adQB,Consent,0,0
R_0vS3YEXvEKwKSFX,Consent,0,0
R_2xAbsDjunmDUbCL,Consent,0,0
R_2zFR12iP6WQ2dMf,Consent,0,0
R_1fkOvG2gpYagrzK,Consent,0,0
R_3JasF46tuYiRz6d,Consent,0,0
R_3r1c5n05C0Dm4Mh,Consent,0,0
R_sRppTe4QvJg9n8J,Consent,0,0
R_UxpqlJBXnFaD4A1,Consent,0,0
R_r8QDzjWRbVAnm5r,Consent,0,0
R_3MG1lxPqxrQKXDg,Consent,0,0
R_1FwuCsQ2XeYn38O,Consent,0,0
R_tSdnNdMDEBbry0h,Consent,0,0
R_12lhUnHRfqw28HM,Consent,0,0
R_3KISHcOdZZoLC4A,Consent,0,0
R_1OjjZpXk8iCHpZz,Consent,0,0
R_2ZOoA6dySyG4Uci,Consent,0,0
R_BG6ShNi5X3HRl0l,Consent,0,0
R_2xY2YneAQFcZG4x,Consent,0,0
R_4IV1cjWrJMY1pTz,Consent,0,0
R_1nYBtb0aVBDW9Sh,Consent,0,0
R_BE8mzF9E8GLxaz7,Consent,0,0
R_30wUJoQMF0qJhf2,Consent,0,0
R_2Vjsk3dUWW5cu7T,Consent,0,0
R_yOdBffH23fjzv7H,Consent,0,0
R_eDmPnnPtKg8Oywp,Consent,0,0
R_3Mii2QuCcETbqRH,Consent,0,0
R_1js40LKncy4AShi,Consent,0,0
R_87dY0FqKaGZdyxz,Consent,0,0
R_PMqzIXTqKlpt6Qp,Consent,0,0
R_1o5B9GuTVrGn8X0,Consent,0,0
R_12yk1lYPYKfsywD,Consent,0,0
R_2pJk3td4kLYMPWU,Consent,0,0
R_3oR5WXhOVFGambM,Consent,0,0
R_33rwyRLGKQ7flOx,Consent,0,1
R_vqLKv9rUfyDpkVb,Consent,0,0
R_1GBoQ8taai5gwcy,Consent,0,0
R_1jv3NZEEtp7A5yA,Consent,0,0
R_22rhKJycRuuhvB5,Consent,0,0
R_3nAe9KKpRPTwh7T,Consent,0,0
R_2BzzIj3d6U0rlXd,Consent,0,0
R_3OoZ9bgEzEFIZlA,Consent,0,0
R_1dgLfQ1lqYOHuLJ,Consent,0,0
R_3GcBiqM2JygR7DL,Consent,0,0
R_6sSTnyKYxBYyEql,Consent,0,0
R_3p4Edm8tUtqKlcR,Consent,0,0
R_1eEQ3PXaYhXFYSk,Consent,0,0
R_1O0oF1McGSQ1GI9,Consent,0,0
R_1dzcoYSaTzJeHjw,Consent,0,0
R_2EfMxa2oqijovk1,Consent,0,0
R_3RmxFLKLkSfv5Ql,Consent,0,0
R_2dYEFFOpwfEUmiP,Consent,0,0
R_2ea3NWN4nQRTUMN,Consent,0,0
R_T1OvvjbGcYOAoCZ,Consent,0,0
R_2DNDnG3xkN5sL9G,Consent,0,0
R_3JFFbniTzAwfovD,Consent,0,0
R_12xPJwUbo1oXuuf,Consent,0,0
R_2pXkuncJQYULGSV,Consent,0,0
R_usMFAWMS1ho5e6J,Consent,0,0
R_2SJHQkUwbXJDHqt,Consent,0,0
R_1f2xUGvDSCTH7Xl,Consent,0,0
R_1dhm6CIp2rlidiB,Consent,0,0
R_2EsHZU4GPQl6Eto,Consent,0,0
R_2106bPwwFwRqlNI,Consent,0,0
R_ZdZuuMf4wDF6fU5,Consent,0,0
R_25TOPT401jmAcqT,Consent,0,0
R_2ALpAD7fadUcAsJ,Consent,0,0
R_1cU01U7HBwkZR34,Consent,0,0
R_1q8krIvLEJ3j0pb,Consent,0,0
R_3oAQTxmzOMfmpt0,Consent,0,0
R_1MLhtqg7DgdY8QS,Consent,0,0
R_2VF6yktCYVkE1i7,Consent,0,0
R_vIFa5Yebl7dgqMp,Consent,0,0
R_2bHt8krvkSnuJnA,Consent,0,0
R_1OC77hkgQD1pbau,Consent,0,0
R_3EWn1lSeir5GppN,Consent,0,0
R_V3FeEzJxhRyhzkR,Consent,0,0
R_ag6C3z6imS97ZhD,Consent,0,0
R_3qsAfG1caxGz2Q9,Consent,0,0
R_agRF4BRBrpWQlVf,Consent,0,0
R_UN1wTAy0DUgXZa9,Consent,0,0
R_3R2CXDi3bgpjtl9,Consent,0,0
R_1hMsa900oQzhal2,Consent,0,0
R_cCldl4C774WE1Wx,Consent,0,0
R_2qdz9Mz0w1yS6Ni,Consent,0,0
R_129klAb70wVE8nV,Consent,0,0
R_1FaATZy8M1RAu6h,Consent,0,0
R_2wRZfpxNKAfeGE8,Consent,0,0
R_3nD7F2dzdD8kpBR,Consent,0,0
R_1EWEcHwhp2WHYRk,Consent,0,0
R_2c1Qc26OjSeaU5l,Consent,0,0
R_6Kz1PQKJxJe38dz,Consent,0,0
R_1N8mIOFdBoPfLDl,Consent,0,0
R_2qDjNFXJKIXsxov,Consent,0,0
R_25FNrPiDpQhM0K0,Consent,1,1
R_2dnBuYZjdwmrUj9,Consent,0,0
R_2R3VmGs8QRZXtpX,Consent,0,0
R_3kKTZSzLqWu8iHk,Consent,0,0
R_3fl9nAopgctaa6H,Consent,0,0
R_1kTgqnyiWiHvFhh,Consent,0,0
R_2SAKTxVZGPIVYYe,Consent,0,0
R_25tj2uxQEanxfZc,Consent,0,0
R_1Ka6xPzmjZZzV9Y,Consent,0,0
R_21ERySWdImjqISp,Consent,0,0
R_2DYAGF4C0QSP1nv,Consent,0,0
R_wZvBlibeCHVOYWR,Consent,0,0
R_u1BcdY5KNOJ38Ln,Consent,0,0
R_tY6PkIDjIma8SXf,Consent,0,0
R_r9K48FtWeVglg5z,Consent,0,0
R_Ast0bnCTEiK7UqZ,Consent,0,0
R_2rU55Tvp9j6g2WJ,Consent,0,0
R_3WaGZ55uC8exTFL,Consent,0,0
R_ykWTWqYwPyxerUR,Consent,0,0
R_3J41aNjWqWglA5z,Consent,0,0
R_1DUuURSlICWnjZy,Consent,0,0
R_2QJWN71gm5B9grG,Consent,0,0
R_3PcxtggChxaCAGs,Consent,0,0
R_3GADq6sRkCQS6of,Consent,0,0
R_2cde7Lw6i0pR9q4,Consent,0,0
R_R4RzVd2A0g6g8ud,Consent,0,0
R_BJ2b3DmleBe7yrT,Consent,0,0
R_25szpAxuCo3KS5X,Consent,0,0
R_2tMeAgWM7Hu2YoS,Consent,0,0
R_1oaUpBh06TGnL7E,Consent,0,0
R_1FqrwL1wBa1NQtz,Consent,0,0
R_9Lw7GUmlIKR6usN,Consent,0,0
R_1r857dGVHsfrRFg,Consent,0,0
R_3e1RAJcNLaYx9iM,Consent,0,0
R_3JDFtdIj9el97E8,Consent,0,0
R_3FJAtwogktuUsMX,Consent,0,0
R_2zjO0jKVcChSNDa,Consent,0,0
R_2OYJBXrxzNJylCO,Consent,0,0
R_SBmDM4I2jiTZ2Kt,Consent,0,0
R_2CPb9bgvAL54qha,Consent,1,1
R_1M4hWjMnLZqIaQa,Consent,0,0
R_1MKZQU01gtj2Qqi,Consent,0,0
R_vAGihKR8zcQ4sLv,Consent,0,0
R_2xRdSCQPRCliJZ5,Consent,0,0
R_2ZQuiVeqOhaOFi0,Consent,0,0
R_2e9EbIte08ICFm1,Consent,0,0
R_1dMrLLPnNvzblGn,Consent,0,0
R_vUe5vQSGTNYiCc1,Consent,0,0
R_3JmBndLd8M7XWqc,Consent,0,0
R_3NE7xGV3llYkLrA,Consent,0,0
R_6SGiWvfyIUoLPz3,Consent,0,0
R_Q4CUPDneXBn3DtT,Consent,0,0
R_3ndr3MQIUKjS64A,Consent,0,0
R_dhW2ZU18HeVt8eB,Consent,0,0
R_2TNw9SWlDB1HkQ7,Consent,1,1
R_OMVIy7LkK5u2Xfj,Consent,0,0
R_1BWbZbB3SsUVN7t,Consent,0,0
R_3M6HgNlFYyiQXV7,Consent,0,0
R_1nOb0Rw9YKU2CPS,Consent,0,0
R_86Nw6dPuNMe8DjX,Consent,0,0
R_3pfDhOUmPTOtmtj,Consent,0,0
R_3hgufhiQBPxNDWe,Consent,1,1
R_1lhiLCiOLEdCRVj,Consent,0,0
R_22PnpnMfN2c1wdL,Consent,0,0
R_3Hn3zpmMaZIGmNs,Consent,0,0
R_3O85bLtoc1R2UeS,Consent,0,0
R_cuaHimCFUL6Xtbb,Consent,0,0
R_25WN4bQpKrScEE4,Consent,1,1
R_3IbIYD2nZ6LDfDr,Consent,0,0
R_XtyrSEaB9cNEJ6p,Consent,0,0
R_4GH2ql8dl0px105,Consent,0,0
R_tJUXqyElrMDTSPD,Consent,0,0
R_3jfHcc05qujH0S2,Consent,1,0
R_sTdUZFHrODy5akV,Consent,0,0
R_2A0xnBWNS3rpiPK,Consent,1,1
R_1ojMulVcE2V0jpx,Consent,1,1
R_3JecMnKUMxjhlwm,Consent,0,0
R_1JDZZvDlx0hOAZ4,Consent,1,1
R_3I5AksSqPpGfiyk,Consent,0,0
R_tXqsTeDVYJLHeHT,Consent,1,1
R_3kADihO5lI8rkBG,Consent,0,0
R_1kM6tAHf6ep75yt,Consent,0,0
R_1dicrjkHxMWPnTb,Consent,0,0
R_3gT1cFiBn8nclJw,Consent,1,1
R_3KVkJxA5zW1CBqZ,Consent,0,0
R_0TcB3nobonPXokx,Consent,1,1
R_272uWwNmxkemh9n,Consent,0,0
R_3eqPJms6PHBGLQn,Consent,0,0
R_3oznl1J7wTPY1S5,Consent,1,1
R_1CrnFfzOuXEElEJ,Consent,0,0
R_3pl6GB95FZby2vC,Consent,0,0
R_3qDahVfKkOh8i97,Consent,0,0
R_31gvjSMJSdGKWun,Consent,0,0
R_3foUUDV5ctS3FFh,Consent,0,0
R_5hE3kYvSsOG0y5P,Consent,0,0
R_2WGtlzWVpsuIJMX,Consent,0,0
R_1GBr7QJbvbZwCnH,Consent,0,0
R_264q6nCIyIIlXug,Consent,0,0
R_2qjY0gVAs7iv8ED,Consent,0,0
R_1QfQN8DcCUnbo1p,Consent,0,0
R_2teVh0IpoqXMRJc,Consent,0,0
R_2RUGCR2dF17v5VI,Consent,0,0
R_5sQ7l2vZVVgmdpv,Consent,0,0
R_214Xxc4SAF6YE8t,Consent,0,0
R_3KVh3McaNQqRv9U,Consent,0,0
R_3HLbsdaGvKWne4D,Consent,0,0
R_1CDtbtNop8n6Kiu,Consent,0,0
R_27IKgCzf6wr772m,Consent,0,0
R_1IF4sphws9RO2ZY,Consent,0,0
R_RLy5g4lYI1dzV3r,Consent,0,0
R_3ErQltse8xwCHn6,Consent,0,0
R_3iFsW7b9TImcHU9,Consent,0,0
R_qydO3kusGDRwTmN,Consent,0,1
R_OfMAzQw9TZEyMTL,Consent,0,0
R_1OizrMoqVIvw8qq,Consent,0,0
R_qEDW3BzfmaectUd,Consent,0,0
R_usq6uxQiHO8VIe5,Consent,0,0
R_3kczEpzkO4wfoKq,Consent,0,0
R_21jqJ0luUff4JeC,Consent,0,0
R_d12BODpwWy2G9Wh,Consent,0,0
R_22MsOIRSprvgtuu,Consent,0,0
R_3261G3Z3W029nDB,Consent,0,0
R_eKzkE6b2p1jWf2p,Consent,0,0
R_3HU2KNu73qWg8w5,Consent,0,0
R_2tqTQsshMo0HJQK,Consent,0,1
R_2ceI8i9HEGwGd0a,Consent,0,0
R_32QkISNOjONpJ0u,Consent,0,0
R_eLPdL8enzOpp4XL,Consent,0,0
R_pgzBfVg6rpQdeQ9,Consent,0,0
R_3mgjZ3xDD6RyiYX,Consent,0,0
R_RWcd9Oc4DyxTkpr,Consent,0,0
R_3M0Fjaltge7ChQg,Consent,0,0
R_2ZTXv7vOVPrFwpT,Consent,0,0
R_3snVaCvXXFkf4hN,Consent,0,0
R_DHUYW2gjuOTsLKx,Consent,0,0
R_2S8DNUn45kiDzRI,Consent,0,0
R_1mmVMwlsmaY0qGD,Consent,0,0
R_xAaLQwhdrbWj25H,Consent,0,0
R_2xWXzbXwfflkcvT,Consent,0,0
R_a3ElHmqZOER1pYt,Consent,0,0
R_2QDsAc945USmGDA,Consent,0,0
R_1mge4k9bSvOSh6w,Consent,0,0
R_RXiP7ZXpR7aFHXz,Consent,0,0
R_siYXrxLpjh1yW1b,Consent,0,0
R_uslB97A3Wor4KJz,Consent,0,0
R_1Qnp5QG5cFXcbZx,Consent,0,0
R_1Nw7ZHMSg0ZUbsy,Consent,0,0
R_2XhZzruY1R0Vpgz,Consent,0,0
R_1gNEIREULKHhs2X,Consent,0,0
R_4ZyLdWpR9wqSaad,Consent,0,0
R_25MhZn4kjwS5Zxa,Consent,0,0
R_22J1t8YOaKE5spB,Consent,0,0
R_Zh3BRdT2nhF3yUx,Consent,0,0
R_1rwi3yPqfNOFWtH,Consent,0,0
R_Diuu1r5Xki6vGNz,Consent,0,0
R_6u5hQNuVgAlJxER,Consent,0,0
R_2VJg9s9zHPKmXJz,Consent,0,0
R_33pNTVuV1MZnH3y,Consent,0,0
R_1CejIxCLBlLmG9G,Consent,0,0
R_1ODLoqHBBjhtsek,Consent,0,0
R_1gLyfgLpKZ2ztcw,Consent,0,0
R_1dFwHdDqCex0xNl,Consent,0,0
R_1jkArZk4vwhe7Zd,Consent,0,0
R_2zGTOtbxU2bDBQN,Consent,0,0
R_77cPHbrp05u3c1X,Consent,0,0
R_3JrXUJViv9EsE0k,Consent,1,1
R_11cEOd3qglf0HIL,Consent,0,0
R_2ZZTpqiNpolwPbA,Consent,0,0
R_3CDcpeZYIL5ypX7,Consent,0,0
R_2fkfkGMdqcun7w5,Consent,0,0
R_3qEjw7TFt4NSFYo,Consent,0,0
R_80TSwDtlNlzdUeB,Consent,0,0
R_3JluMQUf5N9lNKp,Consent,0,0
R_4SkB2vU2HhIZJWp,Consent,0,0
R_enXuoOZZjmBp5Kh,Consent,0,0
R_3KZ40gY96UllNRK,Consent,0,0
R_1Fb5X5YjStVHnYK,Consent,0,0
R_1Ig8H5PwvsByBHQ,Consent,0,0
R_ZjXWCtLNZvm5Pmp,Consent,0,0
R_31mI8tYL6Ye13uY,Consent,0,0
R_33ycjYBNzVKSt2E,Consent,0,0
R_28AQMTgGe59tJR3,Consent,0,0
R_2ruucMTyLuAICT9,Consent,0,0
R_3qPPEEGbK7RgX28,Consent,0,0
R_27vgqdzn0SfOwbL,Consent,0,0
R_2YIZzaDNnJoN78v,Consent,0,0
R_397XGXw1Kab8lwd,Consent,0,0
R_31LuX5JuurbvMoO,Consent,0,0
R_2ATOB2CnIHip8If,Too Long,0,0
R_3HGpZsBSePzb2no,Too Long,0,0
R_1i9HMF0EACDrVg6,Too Long,0,0
R_10UBkI02V0kSmul,Too Long,0,0
R_2zSft8YvYZiOn5s,Too Long,0,0
R_1f0FG9XqTWKtdtW,Too Long,0,0
R_3qfbd92RiF3hK7I,Too Long,0,0
R_NXUtjyTjocKutVv,Too Long,0,0
R_3CVFA7kQjfeEz55,Too Long,0,0
R_umpgJikoAZZK0U1,Too Long,0,0
R_110DRBsEpXBcYcH,Too Long,0,0
R_Di9SlzIjhCGvYfn,Too Long,0,0
R_2YL2XYIJ30dyNtG,Too Long,0,0
R_2R3AxUbJArrL8sM,Too Long,0,0
R_OCJnGfSaCQulCXT,Too Long,0,0
R_RPJghXjMvNXdbC9,Too Long,0,0
R_12cmQA4wK3cE7vq,Too Long,0,0
R_Df9SkwrplP5adQB,Too Long,0,0
R_0vS3YEXvEKwKSFX,Too Long,0,0
R_2xAbsDjunmDUbCL,Too Long,0,0
R_2zFR12iP6WQ2dMf,Too Long,0,0
R_1fkOvG2gpYagrzK,Too Long,0,0
R_3JasF46tuYiRz6d,Too Long,0,0
R_3r1c5n05C0Dm4Mh,Too Long,0,0
R_sRppTe4QvJg9n8J,Too Long,0,0
R_UxpqlJBXnFaD4A1,Too Long,0,0
R_r8QDzjWRbVAnm5r,Too Long,0,0
R_3MG1lxPqxrQKXDg,Too Long,0,0
R_1FwuCsQ2XeYn38O,Too Long,0,0
R_tSdnNdMDEBbry0h,Too Long,0,0
R_12lhUnHRfqw28HM,Too Long,0,0
R_3KISHcOdZZoLC4A,Too Long,0,0
R_1OjjZpXk8iCHpZz,Too Long,0,0
R_2ZOoA6dySyG4Uci,Too Long,0,0
R_BG6ShNi5X3HRl0l,Too Long,0,0
R_2xY2YneAQFcZG4x,Too Long,0,0
R_4IV1cjWrJMY1pTz,Too Long,0,0
R_1nYBtb0aVBDW9Sh,Too Long,0,0
R_BE8mzF9E8GLxaz7,Too Long,0,0
R_30wUJoQMF0qJhf2,Too Long,0,0
R_2Vjsk3dUWW5cu7T,Too Long,0,0
R_yOdBffH23fjzv7H,Too Long,0,0
R_eDmPnnPtKg8Oywp,Too Long,0,0
R_3Mii2QuCcETbqRH,Too Long,0,0
R_1js40LKncy4AShi,Too Long,0,0
R_87dY0FqKaGZdyxz,Too Long,0,0
R_PMqzIXTqKlpt6Qp,Too Long,0,0
R_1o5B9GuTVrGn8X0,Too Long,0,0
R_12yk1lYPYKfsywD,Too Long,0,0
R_2pJk3td4kLYMPWU,Too Long,0,0
R_3oR5WXhOVFGambM,Too Long,0,0
R_33rwyRLGKQ7flOx,Too Long,0,0
R_vqLKv9rUfyDpkVb,Too Long,0,0
R_1GBoQ8taai5gwcy,Too Long,0,0
R_1jv3NZEEtp7A5yA,Too Long,0,0
R_22rhKJycRuuhvB5,Too Long,0,0
R_3nAe9KKpRPTwh7T,Too Long,0,0
R_2BzzIj3d6U0rlXd,Too Long,0,0
R_3OoZ9bgEzEFIZlA,Too Long,0,0
R_1dgLfQ1lqYOHuLJ,Too Long,0,0
R_3GcBiqM2JygR7DL,Too Long,0,0
R_6sSTnyKYxBYyEql,Too Long,0,0
R_3p4Edm8tUtqKlcR,Too Long,0,0
R_1eEQ3PXaYhXFYSk,Too Long,0,0
R_1O0oF1McGSQ1GI9,Too Long,0,0
R_1dzcoYSaTzJeHjw,Too Long,0,0
R_2EfMxa2oqijovk1,Too Long,0,0
R_3RmxFLKLkSfv5Ql,Too Long,0,0
R_2dYEFFOpwfEUmiP,Too Long,0,0
R_2ea3NWN4nQRTUMN,Too Long,0,0
R_T1OvvjbGcYOAoCZ,Too Long,0,0
R_2DNDnG3xkN5sL9G,Too Long,0,0
R_3JFFbniTzAwfovD,Too Long,0,0
R_12xPJwUbo1oXuuf,Too Long,0,0
R_2pXkuncJQYULGSV,Too Long,0,0
R_usMFAWMS1ho5e6J,Too Long,0,0
R_2SJHQkUwbXJDHqt,Too Long,0,0
R_1f2xUGvDSCTH7Xl,Too Long,0,0
R_1dhm6CIp2rlidiB,Too Long,0,0
R_2EsHZU4GPQl6Eto,Too Long,0,0
R_2106bPwwFwRqlNI,Too Long,0,0
R_ZdZuuMf4wDF6fU5,Too Long,0,0
R_25TOPT401jmAcqT,Too Long,0,0
R_2ALpAD7fadUcAsJ,Too Long,0,0
R_1cU01U7HBwkZR34,Too Long,0,0
R_1q8krIvLEJ3j0pb,Too Long,0,0
R_3oAQTxmzOMfmpt0,Too Long,0,0
R_1MLhtqg7DgdY8QS,Too Long,0,0
R_2VF6yktCYVkE1i7,Too Long,0,0
R_vIFa5Yebl7dgqMp,Too Long,0,0
R_2bHt8krvkSnuJnA,Too Long,0,0
R_1OC77hkgQD1pbau,Too Long,0,0
R_3EWn1lSeir5GppN,Too Long,0,0
R_V3FeEzJxhRyhzkR,Too Long,0,0
R_ag6C3z6imS97ZhD,Too Long,0,0
R_3qsAfG1caxGz2Q9,Too Long,0,0
R_agRF4BRBrpWQlVf,Too Long,0,0
R_UN1wTAy0DUgXZa9,Too Long,0,0
R_3R2CXDi3bgpjtl9,Too Long,0,0
R_1hMsa900oQzhal2,Too Long,0,0
R_cCldl4C774WE1Wx,Too Long,0,0
R_2qdz9Mz0w1yS6Ni,Too Long,0,0
R_129klAb70wVE8nV,Too Long,0,0
R_1FaATZy8M1RAu6h,Too Long,0,0
R_2wRZfpxNKAfeGE8,Too Long,0,0
R_3nD7F2dzdD8kpBR,Too Long,0,0
R_1EWEcHwhp2WHYRk,Too Long,0,0
R_2c1Qc26OjSeaU5l,Too Long,0,0
R_6Kz1PQKJxJe38dz,Too Long,0,0
R_1N8mIOFdBoPfLDl,Too Long,0,0
R_2qDjNFXJKIXsxov,Too Long,0,0
R_25FNrPiDpQhM0K0,Too Long,0,0
R_2dnBuYZjdwmrUj9,Too Long,0,0
R_2R3VmGs8QRZXtpX,Too Long,0,0
R_3kKTZSzLqWu8iHk,Too Long,0,0
R_3fl9nAopgctaa6H,Too Long,0,0
R_1kTgqnyiWiHvFhh,Too Long,0,0
R_2SAKTxVZGPIVYYe,Too Long,0,0
R_25tj2uxQEanxfZc,Too Long,0,0
R_1Ka6xPzmjZZzV9Y,Too Long,0,0
R_21ERySWdImjqISp,Too Long,0,0
R_2DYAGF4C0QSP1nv,Too Long,0,0
R_wZvBlibeCHVOYWR,Too Long,0,0
R_u1BcdY5KNOJ38Ln,Too Long,0,0
R_tY6PkIDjIma8SXf,Too Long,0,0
R_r9K48FtWeVglg5z,Too Long,0,0
R_Ast0bnCTEiK7UqZ,Too Long,0,0
R_2rU55Tvp9j6g2WJ,Too Long,0,0
R_3WaGZ55uC8exTFL,Too Long,0,0
R_ykWTWqYwPyxerUR,Too Long,0,0
R_3J41aNjWqWglA5z,Too Long,0,0
R_1DUuURSlICWnjZy,Too Long,0,0
R_2QJWN71gm5B9grG,Too Long,0,0
R_3PcxtggChxaCAGs,Too Long,0,0
R_3GADq6sRkCQS6of,Too Long,0,0
R_2cde7Lw6i0pR9q4,Too Long,0,0
R_R4RzVd2A0g6g8ud,Too Long,0,0
R_BJ2b3DmleBe7yrT,Too Long,0,0
R_25szpAxuCo3KS5X,Too Long,0,0
R_2tMeAgWM7Hu2YoS,Too Long,0,0
R_1oaUpBh06TGnL7E,Too Long,0,0
R_1FqrwL1wBa1NQtz,Too Long,0,0
R_9Lw7GUmlIKR6usN,Too Long,0,0
R_1r857dGVHsfrRFg,Too Long,0,0
R_3e1RAJcNLaYx9iM,Too Long,0,0
R_3JDFtdIj9el97E8,Too Long,0,0
R_3FJAtwogktuUsMX,Too Long,0,0
R_2zjO0jKVcChSNDa,Too Long,0,0
R_2OYJBXrxzNJylCO,Too Long,0,0
R_SBmDM4I2jiTZ2Kt,Too Long,0,0
R_2CPb9bgvAL54qha,Too Long,0,0
R_1M4hWjMnLZqIaQa,Too Long,0,0
R_1MKZQU01gtj2Qqi,Too Long,0,0
R_vAGihKR8zcQ4sLv,Too Long,0,0
R_2xRdSCQPRCliJZ5,Too Long,0,0
R_2ZQuiVeqOhaOFi0,Too Long,0,0
R_2e9EbIte08ICFm1,Too Long,0,0
R_1dMrLLPnNvzblGn,Too Long,0,0
R_vUe5vQSGTNYiCc1,Too Long,0,0
R_3JmBndLd8M7XWqc,Too Long,0,0
R_3NE7xGV3llYkLrA,Too Long,0,0
R_6SGiWvfyIUoLPz3,Too Long,0,0
R_Q4CUPDneXBn3DtT,Too Long,0,0
R_3ndr3MQIUKjS64A,Too Long,0,0
R_dhW2ZU18HeVt8eB,Too Long,0,0
R_2TNw9SWlDB1HkQ7,Too Long,0,0
R_OMVIy7LkK5u2Xfj,Too Long,0,0
R_1BWbZbB3SsUVN7t,Too Long,0,0
R_3M6HgNlFYyiQXV7,Too Long,0,0
R_1nOb0Rw9YKU2CPS,Too Long,0,0
R_86Nw6dPuNMe8DjX,Too Long,0,0
R_3pfDhOUmPTOtmtj,Too Long,0,0
R_3hgufhiQBPxNDWe,Too Long,0,0
R_1lhiLCiOLEdCRVj,Too Long,0,0
R_22PnpnMfN2c1wdL,Too Long,0,0
R_3Hn3zpmMaZIGmNs,Too Long,0,0
R_3O85bLtoc1R2UeS,Too Long,0,0
R_cuaHimCFUL6Xtbb,Too Long,0,0
R_25WN4bQpKrScEE4,Too Long,0,0
R_3IbIYD2nZ6LDfDr,Too Long,0,0
R_XtyrSEaB9cNEJ6p,Too Long,0,0
R_4GH2ql8dl0px105,Too Long,0,0
R_tJUXqyElrMDTSPD,Too Long,1,1
R_3jfHcc05qujH0S2,Too Long,0,0
R_sTdUZFHrODy5akV,Too Long,0,0
R_2A0xnBWNS3rpiPK,Too Long,0,0
R_1ojMulVcE2V0jpx,Too Long,0,0
R_3JecMnKUMxjhlwm,Too Long,0,0
R_1JDZZvDlx0hOAZ4,Too Long,0,0
R_3I5AksSqPpGfiyk,Too Long,0,0
R_tXqsTeDVYJLHeHT,Too Long,0,0
R_3kADihO5lI8rkBG,Too Long,0,0
R_1kM6tAHf6ep75yt,Too Long,0,0
R_1dicrjkHxMWPnTb,Too Long,0,0
R_3gT1cFiBn8nclJw,Too Long,0,0
R_3KVkJxA5zW1CBqZ,Too Long,0,0
R_0TcB3nobonPXokx,Too Long,0,0
R_272uWwNmxkemh9n,Too Long,0,0
R_3eqPJms6PHBGLQn,Too Long,0,0
